Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss,Day,Month,Meal_Dinner,Meal_Lunch,Food_Category_Rice,Food_Category_Soup,Food_Category_Vegetables,Canteen_Section_B,Canteen_Section_C,Canteen_Section_D,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday
1.16,8.0,9.28,17,6,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.59,3.0,4.77,16,6,False,False,False,False,True,True,False,False,True,False,False,False,False,False
0.52,8.0,4.16,29,7,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1.29,1.5,1.94,16,6,True,False,False,True,False,False,True,False,True,False,False,False,False,False
4.64,3.0,13.92,3,7,True,False,False,False,True,False,False,True,False,False,False,True,False,False
4.71,1.5,7.06,15,6,True,False,False,True,False,True,False,False,False,False,True,False,False,False
3.76,1.5,5.64,20,6,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2.61,8.0,20.88,17,6,False,True,False,False,False,False,True,False,False,False,False,False,True,False
0.58,1.5,0.87,2,8,True,False,False,True,False,False,True,False,False,True,False,False,False,False
1.5,3.0,4.5,27,6,False,True,False,False,True,False,False,True,False,False,False,False,False,False
2.99,2.0,5.98,13,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.26,8.0,34.08,7,7,True,False,False,False,False,False,True,False,True,False,False,False,False,False
4.99,2.0,9.98,23,7,False,True,True,False,False,False,False,False,False,False,False,False,False,True
4.0,3.0,12.0,1,7,False,True,False,False,True,False,True,False,False,False,False,False,True,False
1.21,1.5,1.81,10,7,False,True,False,True,False,False,False,False,False,False,False,True,False,False
1.19,2.0,2.38,8,8,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2.0,1.5,3.0,2,8,False,True,False,True,False,False,True,False,False,True,False,False,False,False
0.75,1.5,1.12,23,7,False,True,False,True,False,False,True,False,False,False,False,False,False,True
1.48,2.0,2.96,17,7,False,True,True,False,False,True,False,False,False,False,False,True,False,False
3.31,2.0,6.62,13,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False
2.39,3.0,7.17,4,7,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1.98,3.0,5.94,30,7,True,False,False,False,True,False,True,False,False,False,False,False,False,True
4.32,8.0,34.56,2,8,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0.56,3.0,1.68,6,8,False,True,False,False,True,False,False,False,False,False,False,False,False,True
2.33,3.0,6.99,15,6,True,False,False,False,True,False,False,False,False,False,True,False,False,False
4.19,3.0,12.57,24,6,True,False,False,False,True,True,False,False,False,False,False,False,True,False
1.4,8.0,11.2,24,7,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2.16,3.0,6.48,12,7,False,True,False,False,True,False,False,True,False,True,False,False,False,False
1.53,8.0,12.24,29,7,False,False,False,False,False,False,True,False,False,False,False,False,True,False
2.16,8.0,17.28,30,7,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3.13,2.0,6.26,20,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False
2.23,8.0,17.84,12,7,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0.91,1.5,1.36,23,6,False,True,False,True,False,True,False,False,True,False,False,False,False,False
4.52,1.5,6.78,12,7,False,True,False,True,False,False,False,False,False,True,False,False,False,False
3.3,8.0,26.4,7,8,True,False,False,False,False,False,False,True,False,False,False,True,False,False
4.38,8.0,35.04,30,7,False,True,False,False,False,False,True,False,False,False,False,False,False,True
3.08,8.0,24.64,21,7,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.76,2.0,3.52,15,6,False,True,True,False,False,True,False,False,False,False,True,False,False,False
1.51,2.0,3.02,11,6,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1.52,1.5,2.28,29,6,True,False,False,True,False,False,False,True,False,False,True,False,False,False
3.34,3.0,10.02,19,6,True,False,False,False,True,True,False,False,False,False,False,True,False,False
0.67,8.0,5.36,8,7,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3.61,1.5,5.42,3,8,False,True,False,True,False,False,False,True,False,False,True,False,False,False
4.84,3.0,14.52,27,7,False,True,False,False,True,False,False,True,False,False,True,False,False,False
3.59,3.0,10.77,17,7,True,False,False,False,True,True,False,False,False,False,False,True,False,False
4.45,2.0,8.9,4,8,False,True,True,False,False,False,True,False,True,False,False,False,False,False
2.59,8.0,20.72,21,6,False,True,False,False,False,False,False,True,False,True,False,False,False,False
1.57,1.5,2.35,7,7,False,True,False,True,False,True,False,False,True,False,False,False,False,False
2.63,8.0,21.04,25,6,False,False,False,False,False,True,False,False,False,False,False,False,False,True
4.74,1.5,7.11,26,7,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0.97,1.5,1.46,3,8,True,False,False,True,False,False,False,False,False,False,True,False,False,False
2.58,3.0,7.74,21,6,True,False,False,False,True,True,False,False,False,True,False,False,False,False
1.33,2.0,2.66,10,8,True,False,True,False,False,False,False,True,False,False,True,False,False,False
3.63,1.5,5.45,2,7,False,True,False,True,False,False,False,False,False,False,False,False,False,True
3.73,2.0,7.46,21,7,False,True,True,False,False,True,False,False,True,False,False,False,False,False
3.12,2.0,6.24,3,7,False,False,True,False,False,False,True,False,False,False,False,True,False,False
2.68,2.0,5.36,25,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2.8,3.0,8.4,28,6,True,False,False,False,True,False,False,True,False,True,False,False,False,False
3.34,8.0,26.72,11,7,True,False,False,False,False,True,False,False,False,False,False,False,False,False
1.14,1.5,1.71,18,7,False,True,False,True,False,False,False,False,False,False,False,False,False,False
4.21,1.5,6.31,9,8,False,False,False,True,False,True,False,False,False,True,False,False,False,False
4.62,3.0,13.86,18,6,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1.32,8.0,10.56,24,7,False,True,False,False,False,False,True,False,False,False,False,True,False,False
4.23,2.0,8.46,2,8,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.59,1.5,0.89,16,6,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0.52,8.0,4.16,25,6,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1.78,3.0,5.34,29,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False
2.98,2.0,5.96,30,7,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.74,2.0,1.48,24,7,True,False,True,False,False,False,False,False,False,False,False,True,False,False
3.6,8.0,28.8,29,7,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1.79,3.0,5.37,28,6,False,True,False,False,True,False,True,False,False,True,False,False,False,False
4.08,1.5,6.12,10,7,False,False,False,True,False,False,False,False,False,False,False,True,False,False
3.92,2.0,7.84,28,6,False,True,True,False,False,False,False,True,False,True,False,False,False,False
3.34,1.5,5.01,5,8,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0.6,3.0,1.8,28,7,False,False,False,False,True,False,True,False,True,False,False,False,False,False
2.92,2.0,5.84,20,6,False,True,True,False,False,False,True,False,False,False,False,False,False,False
1.69,3.0,5.07,20,6,False,True,False,False,True,False,False,True,False,False,False,False,False,False
1.18,3.0,3.54,26,7,False,False,False,False,True,True,False,False,False,True,False,False,False,False
2.34,1.5,3.51,31,7,True,False,False,True,False,False,True,False,False,False,False,True,False,False
1.2,8.0,9.6,18,6,True,False,False,False,False,False,False,True,False,False,False,False,False,True
4.69,2.0,9.38,18,7,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2.55,3.0,7.65,1,7,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3.73,1.5,5.59,21,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1.99,1.5,2.98,28,7,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3.5,8.0,28.0,15,7,True,False,False,False,False,False,False,True,False,False,False,False,True,False
4.03,1.5,6.04,7,8,True,False,False,True,False,True,False,False,False,False,False,True,False,False
4.94,1.5,7.41,2,8,False,False,False,True,False,True,False,False,False,True,False,False,False,False
2.91,2.0,5.82,3,7,True,False,True,False,False,False,False,False,False,False,False,True,False,False
1.64,3.0,4.92,19,7,False,True,False,False,True,True,False,False,False,True,False,False,False,False
1.12,1.5,1.68,5,8,False,True,False,True,False,False,False,True,False,False,False,False,True,False
0.72,2.0,1.44,27,7,False,True,True,False,False,True,False,False,False,False,True,False,False,False
2.53,1.5,3.79,3,7,True,False,False,True,False,False,True,False,False,False,False,True,False,False
1.49,3.0,4.47,22,6,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2.58,3.0,7.74,5,7,False,True,False,False,True,False,True,False,False,True,False,False,False,False
4.03,2.0,8.06,6,8,True,False,True,False,False,True,False,False,False,False,False,False,False,True
4.25,1.5,6.38,26,7,False,False,False,True,False,True,False,False,False,True,False,False,False,False
1.74,3.0,5.22,3,8,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3.44,8.0,27.52,2,8,False,True,False,False,False,True,False,False,False,True,False,False,False,False
4.1,8.0,32.8,7,7,False,False,False,False,False,False,False,True,True,False,False,False,False,False
1.07,3.0,3.21,5,8,False,True,False,False,True,True,False,False,False,False,False,False,True,False
0.63,8.0,5.04,8,8,True,False,False,False,False,False,True,False,False,False,False,False,False,False
2.04,1.5,3.06,11,7,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1.11,1.5,1.67,8,8,False,False,False,True,False,True,False,False,False,False,False,False,False,False
2.32,3.0,6.96,9,8,False,True,False,False,True,False,True,False,False,True,False,False,False,False
3.93,2.0,7.86,27,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False
3.04,1.5,4.56,20,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.41,3.0,1.23,2,8,False,False,False,False,True,True,False,False,False,True,False,False,False,False
4.58,8.0,36.64,15,6,True,False,False,False,False,False,False,True,False,False,True,False,False,False
0.96,8.0,7.68,3,7,True,False,False,False,False,True,False,False,False,False,False,True,False,False
3.49,8.0,27.92,13,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False
4.77,8.0,38.16,21,7,False,True,False,False,False,False,True,False,True,False,False,False,False,False
1.98,1.5,2.97,14,6,False,True,False,True,False,False,False,False,False,True,False,False,False,False
4.12,3.0,12.36,31,7,False,True,False,False,True,False,False,True,False,False,False,True,False,False
3.39,2.0,6.78,16,6,False,False,True,False,False,False,False,True,True,False,False,False,False,False
3.18,1.5,4.77,19,7,True,False,False,True,False,False,False,False,False,True,False,False,False,False
1.72,2.0,3.44,3,8,False,False,True,False,False,False,True,False,False,False,True,False,False,False
4.57,1.5,6.86,2,7,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1.83,1.5,2.75,26,6,True,False,False,True,False,True,False,False,False,False,False,True,False,False
4.64,8.0,37.12,10,7,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0.65,2.0,1.3,4,7,False,False,True,False,False,False,False,True,False,False,False,False,False,False
1.55,3.0,4.65,28,7,False,True,False,False,True,False,False,False,True,False,False,False,False,False
4.9,2.0,9.8,2,7,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2.42,2.0,4.84,7,7,True,False,True,False,False,False,True,False,True,False,False,False,False,False
2.57,8.0,20.56,9,8,True,False,False,False,False,False,False,True,False,True,False,False,False,False
0.5,3.0,1.5,29,7,False,False,False,False,True,False,True,False,False,False,False,False,True,False
4.49,3.0,13.47,28,6,True,False,False,False,True,False,True,False,False,True,False,False,False,False
2.15,8.0,17.2,29,7,True,False,False,False,False,True,False,False,False,False,False,False,True,False
0.2,8.0,1.6,20,6,False,True,False,False,False,False,False,True,False,False,False,False,False,False
1.12,8.0,8.96,2,7,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2.98,8.0,23.84,14,6,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2.87,2.0,5.74,18,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False
0.56,8.0,4.48,18,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.76,2.0,5.52,13,7,True,False,True,False,False,False,False,True,False,False,True,False,False,False
2.51,3.0,7.53,7,8,False,True,False,False,True,False,False,True,False,False,False,True,False,False
1.18,3.0,3.54,15,6,True,False,False,False,True,False,False,True,False,False,True,False,False,False
3.84,8.0,30.72,30,6,False,True,False,False,False,False,False,True,True,False,False,False,False,False
4.32,8.0,34.56,9,8,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.84,2.0,1.68,19,7,True,False,True,False,False,True,False,False,False,True,False,False,False,False
2.68,2.0,5.36,13,6,False,False,True,False,False,True,False,False,False,False,False,False,False,False
2.57,1.5,3.85,17,6,False,True,False,True,False,False,True,False,False,False,False,False,True,False
1.63,3.0,4.89,6,8,False,False,False,False,True,True,False,False,False,False,False,False,False,True
4.15,2.0,8.3,4,7,False,True,True,False,False,False,True,False,False,False,False,False,False,False
3.61,2.0,7.22,26,7,True,False,True,False,False,True,False,False,False,True,False,False,False,False
2.02,2.0,4.04,27,7,False,True,True,False,False,False,True,False,False,False,True,False,False,False
2.1,8.0,16.8,16,6,False,True,False,False,False,True,False,False,True,False,False,False,False,False
2.88,1.5,4.32,4,7,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3.32,2.0,6.64,23,7,False,False,True,False,False,False,True,False,False,False,False,False,False,True
3.31,1.5,4.96,2,8,False,True,False,True,False,True,False,False,False,True,False,False,False,False
0.93,1.5,1.4,29,6,False,False,False,True,False,False,False,False,False,False,True,False,False,False
4.53,1.5,6.79,14,6,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0.11,3.0,0.33,28,7,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3.95,3.0,11.85,30,7,False,True,False,False,True,False,True,False,False,False,False,False,False,True
1.98,8.0,15.84,22,7,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.6,8.0,4.8,1,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1.24,3.0,3.72,23,7,False,False,False,False,True,False,False,False,False,False,False,False,False,True
4.54,2.0,9.08,21,6,False,False,True,False,False,False,False,False,False,True,False,False,False,False
4.33,1.5,6.5,15,7,False,True,False,True,False,False,True,False,False,False,False,False,True,False
1.79,2.0,3.58,9,8,True,False,True,False,False,False,True,False,False,True,False,False,False,False
1.45,1.5,2.17,30,7,False,True,False,True,False,True,False,False,False,False,False,False,False,True
2.55,2.0,5.1,21,7,True,False,True,False,False,False,False,True,True,False,False,False,False,False
1.36,8.0,10.88,3,7,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2.89,2.0,5.78,30,6,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0.69,1.5,1.03,30,7,False,False,False,True,False,False,False,False,False,False,False,False,False,True
3.45,1.5,5.18,25,7,False,False,False,True,False,True,False,False,False,False,False,False,False,False
4.04,8.0,32.32,29,6,False,True,False,False,False,False,True,False,False,False,True,False,False,False
0.31,3.0,0.93,25,6,True,False,False,False,True,False,False,True,False,False,False,False,False,True
1.76,3.0,5.28,18,7,False,True,False,False,True,True,False,False,False,False,False,False,False,False
2.04,3.0,6.12,10,7,False,False,False,False,True,False,False,True,False,False,False,True,False,False
4.83,3.0,14.49,24,7,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3.8,1.5,5.7,11,7,False,False,False,True,False,False,False,True,False,False,False,False,False,False
2.51,1.5,3.76,16,6,False,False,False,True,False,True,False,False,True,False,False,False,False,False
1.08,1.5,1.62,10,8,False,False,False,True,False,False,False,True,False,False,True,False,False,False
1.44,3.0,4.32,3,8,True,False,False,False,True,True,False,False,False,False,True,False,False,False
2.86,8.0,22.88,22,7,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3.64,2.0,7.28,28,7,True,False,True,False,False,False,True,False,True,False,False,False,False,False
1.15,1.5,1.72,18,6,False,False,False,True,False,False,True,False,False,False,False,False,False,True
3.82,8.0,30.56,6,8,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0.6,3.0,1.8,7,8,True,False,False,False,True,False,False,True,False,False,False,True,False,False
4.65,8.0,37.2,27,7,False,False,False,False,False,False,False,True,False,False,True,False,False,False
3.51,1.5,5.26,24,6,False,True,False,True,False,False,False,True,False,False,False,False,True,False
0.92,3.0,2.76,9,7,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3.93,8.0,31.44,26,6,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.45,2.0,0.9,3,8,False,True,True,False,False,False,False,False,False,False,True,False,False,False
1.98,1.5,2.97,4,8,False,False,False,True,False,False,False,True,True,False,False,False,False,False
1.71,2.0,3.42,12,7,True,False,True,False,False,False,False,True,False,True,False,False,False,False
1.79,8.0,14.32,14,7,False,True,False,False,False,False,True,False,True,False,False,False,False,False
2.11,3.0,6.33,2,7,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2.69,1.5,4.04,25,7,True,False,False,True,False,False,True,False,False,False,False,False,False,False
1.96,8.0,15.68,20,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1.48,8.0,11.84,23,6,True,False,False,False,False,False,True,False,True,False,False,False,False,False
0.88,8.0,7.04,6,8,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3.79,3.0,11.37,19,7,False,True,False,False,True,False,True,False,False,True,False,False,False,False
1.73,8.0,13.84,1,7,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.23,3.0,3.69,9,7,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0.62,2.0,1.24,12,7,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.33,2.0,2.66,1,8,True,False,True,False,False,False,True,False,False,False,False,False,False,False
3.27,1.5,4.91,22,6,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0.9,1.5,1.35,28,7,False,False,False,True,False,False,False,True,True,False,False,False,False,False
1.99,2.0,3.98,6,8,False,True,True,False,False,False,True,False,False,False,False,False,False,True
0.26,1.5,0.39,16,6,False,True,False,True,False,True,False,False,True,False,False,False,False,False
3.03,3.0,9.09,15,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False
3.63,2.0,7.26,21,7,False,True,True,False,False,False,False,True,True,False,False,False,False,False
0.57,8.0,4.56,18,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True
4.14,2.0,8.28,15,6,False,True,True,False,False,False,False,False,False,False,True,False,False,False
3.42,8.0,27.36,1,8,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.42,1.5,0.63,27,6,True,False,False,True,False,False,True,False,False,False,False,False,False,False
0.94,3.0,2.82,10,7,False,True,False,False,True,False,False,True,False,False,False,True,False,False
4.2,8.0,33.6,31,7,True,False,False,False,False,False,True,False,False,False,False,True,False,False
1.32,8.0,10.56,17,7,True,False,False,False,False,True,False,False,False,False,False,True,False,False
1.98,8.0,15.84,12,6,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2.52,2.0,5.04,30,6,False,True,True,False,False,True,False,False,True,False,False,False,False,False
4.64,8.0,37.12,10,8,True,False,False,False,False,True,False,False,False,False,True,False,False,False
3.52,8.0,28.16,22,6,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.0,2.0,2.0,6,8,False,True,True,False,False,True,False,False,False,False,False,False,False,True
2.96,8.0,23.68,15,6,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2.43,8.0,19.44,14,7,True,False,False,False,False,True,False,False,True,False,False,False,False,False
1.45,8.0,11.6,26,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3.23,8.0,25.84,28,6,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0.82,8.0,6.56,1,7,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0.23,3.0,0.69,12,7,False,False,False,False,True,False,True,False,False,True,False,False,False,False
3.45,3.0,10.35,6,8,True,False,False,False,True,False,True,False,False,False,False,False,False,True
2.66,8.0,21.28,5,8,False,True,False,False,False,False,True,False,False,False,False,False,True,False
4.09,1.5,6.13,25,6,True,False,False,True,False,False,False,False,False,False,False,False,False,True
2.27,2.0,4.54,19,6,True,False,True,False,False,False,True,False,False,False,False,True,False,False
1.56,8.0,12.48,12,6,False,True,False,False,False,True,False,False,False,False,False,True,False,False
4.19,8.0,33.52,5,8,True,False,False,False,False,True,False,False,False,False,False,False,True,False
2.3,2.0,4.6,28,6,False,True,True,False,False,False,True,False,False,True,False,False,False,False
3.87,1.5,5.8,14,7,False,False,False,True,False,False,False,False,True,False,False,False,False,False
2.6,1.5,3.9,5,7,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2.91,1.5,4.37,5,7,False,True,False,True,False,False,True,False,False,True,False,False,False,False
2.66,2.0,5.32,30,7,False,True,True,False,False,False,False,True,False,False,False,False,False,True
4.83,2.0,9.66,23,6,True,False,True,False,False,False,False,True,True,False,False,False,False,False
3.05,3.0,9.15,26,6,False,True,False,False,True,False,True,False,False,False,False,True,False,False
1.25,1.5,1.88,7,7,False,False,False,True,False,True,False,False,True,False,False,False,False,False
4.16,8.0,33.28,18,7,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1.9,3.0,5.7,21,7,True,False,False,False,True,False,False,True,True,False,False,False,False,False
1.72,1.5,2.58,9,7,False,False,False,True,False,True,False,False,False,False,False,False,False,True
3.28,1.5,4.92,27,6,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3.92,2.0,7.84,3,8,True,False,True,False,False,False,False,False,False,False,True,False,False,False
3.21,3.0,9.63,21,7,False,False,False,False,True,True,False,False,True,False,False,False,False,False
2.78,1.5,4.17,16,7,True,False,False,True,False,False,True,False,False,False,False,False,False,True
3.24,1.5,4.86,16,6,True,False,False,True,False,True,False,False,True,False,False,False,False,False
3.14,3.0,9.42,30,7,False,False,False,False,True,False,False,False,False,False,False,False,False,True
4.75,8.0,38.0,27,6,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2.34,2.0,4.68,30,7,False,True,True,False,False,False,True,False,False,False,False,False,False,True
2.86,8.0,22.88,13,7,False,True,False,False,False,False,False,False,False,False,True,False,False,False
4.91,1.5,7.37,22,7,False,True,False,True,False,False,True,False,False,False,False,False,True,False
4.0,2.0,8.0,6,8,False,True,True,False,False,False,False,True,False,False,False,False,False,True
4.17,2.0,8.34,23,6,False,True,True,False,False,True,False,False,True,False,False,False,False,False
2.39,1.5,3.58,29,6,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2.12,2.0,4.24,9,8,False,True,True,False,False,False,False,True,False,True,False,False,False,False
3.07,3.0,9.21,5,8,False,False,False,False,True,False,False,True,False,False,False,False,True,False
1.35,2.0,2.7,20,6,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0.38,2.0,0.76,21,6,False,True,True,False,False,False,False,True,False,True,False,False,False,False
2.8,2.0,5.6,12,6,False,True,True,False,False,False,False,True,False,False,False,True,False,False
1.09,8.0,8.72,18,7,True,False,False,False,False,True,False,False,False,False,False,False,False,False
4.21,8.0,33.68,24,6,False,True,False,False,False,False,True,False,False,False,False,False,True,False
4.49,3.0,13.47,21,6,True,False,False,False,True,False,True,False,False,True,False,False,False,False
4.94,3.0,14.82,7,8,False,True,False,False,True,True,False,False,False,False,False,True,False,False
0.49,1.5,0.73,29,7,True,False,False,True,False,False,True,False,False,False,False,False,True,False
1.93,1.5,2.9,10,7,False,False,False,True,False,False,False,True,False,False,False,True,False,False
1.98,2.0,3.96,30,6,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.28,3.0,3.84,11,7,False,False,False,False,True,False,True,False,False,False,False,False,False,False
3.58,1.5,5.37,2,8,False,False,False,True,False,False,True,False,False,True,False,False,False,False
3.44,2.0,6.88,13,7,False,True,True,False,False,True,False,False,False,False,True,False,False,False
4.27,3.0,12.81,24,6,False,False,False,False,True,True,False,False,False,False,False,False,True,False
2.78,8.0,22.24,5,7,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3.35,2.0,6.7,5,8,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1.97,3.0,5.91,8,7,True,False,False,False,True,False,False,False,False,False,False,False,True,False
3.66,3.0,10.98,21,6,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.75,1.5,1.12,18,7,True,False,False,True,False,True,False,False,False,False,False,False,False,False
1.81,8.0,14.48,2,7,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3.08,1.5,4.62,2,8,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1.69,3.0,5.07,2,7,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1.14,3.0,3.42,20,6,False,False,False,False,True,True,False,False,False,False,False,False,False,False
4.83,2.0,9.66,4,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.79,2.0,1.58,11,7,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1.98,2.0,3.96,19,7,True,False,True,False,False,False,False,True,False,True,False,False,False,False
2.9,3.0,8.7,14,6,False,True,False,False,True,True,False,False,False,True,False,False,False,False
2.59,1.5,3.88,12,6,False,False,False,True,False,False,True,False,False,False,False,True,False,False
2.4,1.5,3.6,23,6,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.61,3.0,1.83,22,6,False,False,False,False,True,False,False,False,False,False,True,False,False,False
2.98,1.5,4.47,14,7,False,True,False,True,False,True,False,False,True,False,False,False,False,False
2.54,8.0,20.32,12,6,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.66,2.0,3.32,14,7,True,False,True,False,False,False,True,False,True,False,False,False,False,False
2.93,1.5,4.4,29,6,False,False,False,True,False,False,False,True,False,False,True,False,False,False
3.94,8.0,31.52,10,7,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4.18,2.0,8.36,12,6,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.08,1.5,1.62,25,6,True,False,False,True,False,False,False,True,False,False,False,False,False,True
4.99,8.0,39.92,3,7,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0.32,2.0,0.64,6,7,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.54,2.0,1.08,26,7,False,True,True,False,False,False,False,True,False,True,False,False,False,False
4.67,3.0,14.01,18,7,True,False,False,False,True,False,True,False,False,False,False,False,False,False
3.84,2.0,7.68,24,6,False,False,True,False,False,False,True,False,False,False,False,False,True,False
4.36,2.0,8.72,6,7,False,True,True,False,False,False,False,False,False,False,True,False,False,False
4.15,8.0,33.2,24,7,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1.8,2.0,3.6,28,6,True,False,True,False,False,False,True,False,False,True,False,False,False,False
2.1,2.0,4.2,6,7,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2.12,8.0,16.96,11,6,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0.48,2.0,0.96,11,7,False,False,True,False,False,False,True,False,False,False,False,False,False,False
3.25,1.5,4.88,7,8,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4.26,2.0,8.52,16,6,True,False,True,False,False,True,False,False,True,False,False,False,False,False
1.37,3.0,4.11,24,7,True,False,False,False,True,True,False,False,False,False,False,True,False,False
0.15,3.0,0.45,16,7,False,False,False,False,True,False,False,True,False,False,False,False,False,True
3.66,3.0,10.98,4,8,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.56,8.0,4.48,18,6,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0.96,8.0,7.68,4,7,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1.46,2.0,2.92,20,7,False,False,True,False,False,False,False,False,False,False,True,False,False,False
2.8,3.0,8.4,25,7,False,True,False,False,True,False,False,False,False,False,False,False,False,False
1.66,1.5,2.49,28,7,False,True,False,True,False,False,False,False,True,False,False,False,False,False
1.56,2.0,3.12,17,7,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.82,1.5,2.73,17,7,False,False,False,True,False,False,True,False,False,False,False,True,False,False
1.8,8.0,14.4,6,7,True,False,False,False,False,True,False,False,False,False,True,False,False,False
