Date,Meal,Canteen_Section,Food_Category,Waste_Weight_kg,Unit_Price_per_kg,Cost_Loss
2025-07-27,Breakfast,C,Rice,4.81,2.0,9.62
2025-07-30,Breakfast,B,Soup,4.86,1.5,7.29
2025-07-27,Lunch,A,Vegetables,1.6,3.0,4.8
2025-07-09,Dinner,A,Meat,4.23,8.0,33.84
2025-06-28,Breakfast,D,Meat,3.1,8.0,24.8
2025-06-20,Lunch,C,Meat,2.91,8.0,23.28
2025-07-03,Breakfast,A,Vegetables,2.45,3.0,7.35
2025-06-25,Lunch,D,Rice,3.69,2.0,7.38
2025-06-28,Dinner,C,Meat,4.71,8.0,37.68
2025-08-04,Breakfast,C,Vegetables,3.17,3.0,9.51
2025-07-13,Breakfast,A,Rice,4.87,2.0,9.74
2025-06-15,Lunch,A,Vegetables,4.05,3.0,12.15
2025-07-26,Breakfast,D,Rice,0.96,2.0,1.92
2025-07-06,Breakfast,D,Meat,2.16,8.0,17.28
2025-07-24,Breakfast,D,Vegetables,0.55,3.0,1.65
2025-07-21,Dinner,C,Meat,0.48,8.0,3.84
2025-06-18,Lunch,D,Meat,2.83,8.0,22.64
2025-06-19,Lunch,D,Vegetables,3.91,3.0,11.73
2025-07-02,Dinner,D,Meat,1.51,8.0,12.08
2025-06-26,Dinner,D,Soup,4.03,1.5,6.04
2025-06-21,Lunch,C,Soup,1.45,1.5,2.17
2025-08-10,Breakfast,C,Soup,2.66,1.5,3.99
2025-06-29,Lunch,A,Meat,3.86,8.0,30.88
2025-06-30,Dinner,D,Vegetables,4.7,3.0,14.1
2025-08-10,Dinner,D,Soup,4.36,1.5,6.54
2025-06-19,Lunch,B,Soup,0.25,1.5,0.38
2025-07-18,Dinner,A,Rice,0.71,2.0,1.42
2025-06-13,Breakfast,D,Rice,1.76,2.0,3.52
2025-08-09,Lunch,B,Vegetables,3.84,3.0,11.52
2025-07-06,Lunch,B,Vegetables,3.3,3.0,9.9
2025-06-21,Breakfast,B,Vegetables,0.82,3.0,2.46
2025-08-05,Dinner,C,Meat,2.61,8.0,20.88
2025-06-17,Dinner,D,Rice,0.42,2.0,0.84
2025-07-06,Dinner,C,Meat,0.65,8.0,5.2
2025-06-22,Dinner,B,Meat,1.62,8.0,12.96
2025-07-20,Lunch,D,Vegetables,3.84,3.0,11.52
2025-08-06,Breakfast,D,Meat,0.94,8.0,7.52
2025-08-07,Breakfast,B,Meat,3.42,8.0,27.36
2025-06-19,Lunch,D,Soup,2.88,1.5,4.32
2025-07-09,Dinner,D,Soup,2.69,1.5,4.04
2025-08-01,Dinner,A,Rice,1.34,2.0,2.68
2025-06-22,Breakfast,B,Soup,0.95,1.5,1.42
2025-08-05,Dinner,C,Vegetables,3.65,3.0,10.95
2025-06-29,Breakfast,C,Vegetables,2.86,3.0,8.58
2025-06-22,Breakfast,A,Rice,0.84,2.0,1.68
2025-07-12,Breakfast,B,Vegetables,1.02,3.0,3.06
2025-06-30,Dinner,B,Meat,3.85,8.0,30.8
2025-06-20,Breakfast,A,Rice,3.37,2.0,6.74
2025-06-15,Breakfast,B,Soup,3.76,1.5,5.64
2025-07-20,Breakfast,B,Meat,3.92,8.0,31.36
2025-07-18,Dinner,B,Rice,4.79,2.0,9.58
2025-08-09,Lunch,D,Meat,3.53,8.0,28.24
2025-06-17,Breakfast,A,Meat,1.16,8.0,9.28
2025-06-16,Breakfast,B,Vegetables,1.59,3.0,4.77
2025-07-29,Lunch,D,Meat,0.52,8.0,4.16
2025-06-16,Dinner,C,Soup,1.29,1.5,1.94
2025-07-03,Dinner,D,Vegetables,4.64,3.0,13.92
2025-06-15,Dinner,B,Soup,4.71,1.5,7.06
2025-06-20,Breakfast,C,Soup,3.76,1.5,5.64
2025-06-17,Lunch,C,Meat,2.61,8.0,20.88
2025-08-02,Dinner,C,Soup,0.58,1.5,0.87
2025-06-27,Lunch,D,Vegetables,1.5,3.0,4.5
2025-06-13,Breakfast,A,Rice,2.99,2.0,5.98
2025-07-07,Dinner,C,Meat,4.26,8.0,34.08
2025-07-23,Lunch,A,Rice,4.99,2.0,9.98
2025-07-01,Lunch,C,Vegetables,4.0,3.0,12.0
2025-07-10,Lunch,A,Soup,1.21,1.5,1.81
2025-08-08,Breakfast,D,Rice,1.19,2.0,2.38
2025-08-02,Lunch,C,Soup,2.0,1.5,3.0
2025-07-23,Lunch,C,Soup,0.75,1.5,1.12
2025-07-17,Lunch,B,Rice,1.48,2.0,2.96
2025-06-13,Breakfast,C,Rice,3.31,2.0,6.62
2025-07-04,Breakfast,C,Vegetables,2.39,3.0,7.17
2025-07-30,Dinner,C,Vegetables,1.98,3.0,5.94
2025-08-02,Breakfast,C,Meat,4.32,8.0,34.56
2025-08-06,Lunch,A,Vegetables,0.56,3.0,1.68
2025-06-15,Dinner,A,Vegetables,2.33,3.0,6.99
2025-06-24,Dinner,B,Vegetables,4.19,3.0,12.57
2025-07-24,Breakfast,B,Meat,1.4,8.0,11.2
2025-07-12,Lunch,D,Vegetables,2.16,3.0,6.48
2025-07-29,Breakfast,C,Meat,1.53,8.0,12.24
2025-07-30,Lunch,D,Meat,2.16,8.0,17.28
2025-06-20,Dinner,A,Rice,3.13,2.0,6.26
2025-07-12,Lunch,D,Meat,2.23,8.0,17.84
2025-06-23,Lunch,B,Soup,0.91,1.5,1.36
2025-07-12,Lunch,A,Soup,4.52,1.5,6.78
2025-08-07,Dinner,D,Meat,3.3,8.0,26.4
2025-07-30,Lunch,C,Meat,4.38,8.0,35.04
2025-07-21,Lunch,A,Meat,3.08,8.0,24.64
2025-06-15,Lunch,B,Rice,1.76,2.0,3.52
2025-06-11,Breakfast,D,Rice,1.51,2.0,3.02
2025-06-29,Dinner,D,Soup,1.52,1.5,2.28
2025-06-19,Dinner,B,Vegetables,3.34,3.0,10.02
2025-07-08,Lunch,C,Meat,0.67,8.0,5.36
2025-08-03,Lunch,D,Soup,3.61,1.5,5.42
2025-07-27,Lunch,D,Vegetables,4.84,3.0,14.52
2025-07-17,Dinner,B,Vegetables,3.59,3.0,10.77
2025-08-04,Lunch,C,Rice,4.45,2.0,8.9
2025-06-21,Lunch,D,Meat,2.59,8.0,20.72
2025-07-07,Lunch,B,Soup,1.57,1.5,2.35
2025-06-25,Breakfast,B,Meat,2.63,8.0,21.04
2025-07-26,Lunch,A,Soup,4.74,1.5,7.11
2025-08-03,Dinner,A,Soup,0.97,1.5,1.46
2025-06-21,Dinner,B,Vegetables,2.58,3.0,7.74
2025-08-10,Dinner,D,Rice,1.33,2.0,2.66
2025-07-02,Lunch,A,Soup,3.63,1.5,5.45
2025-07-21,Lunch,B,Rice,3.73,2.0,7.46
2025-07-03,Breakfast,C,Rice,3.12,2.0,6.24
2025-07-25,Lunch,C,Rice,2.68,2.0,5.36
2025-06-28,Dinner,D,Vegetables,2.8,3.0,8.4
2025-07-11,Dinner,B,Meat,3.34,8.0,26.72
2025-07-18,Lunch,A,Soup,1.14,1.5,1.71
2025-08-09,Breakfast,B,Soup,4.21,1.5,6.31
2025-06-18,Lunch,B,Vegetables,4.62,3.0,13.86
2025-07-24,Lunch,C,Meat,1.32,8.0,10.56
2025-08-02,Breakfast,A,Rice,4.23,2.0,8.46
2025-06-16,Lunch,A,Soup,0.59,1.5,0.89
2025-06-25,Breakfast,D,Meat,0.52,8.0,4.16
2025-07-29,Lunch,D,Vegetables,1.78,3.0,5.34
2025-07-30,Dinner,A,Rice,2.98,2.0,5.96
2025-07-24,Dinner,A,Rice,0.74,2.0,1.48
2025-07-29,Dinner,D,Meat,3.6,8.0,28.8
2025-06-28,Lunch,C,Vegetables,1.79,3.0,5.37
2025-07-10,Breakfast,A,Soup,4.08,1.5,6.12
2025-06-28,Lunch,D,Rice,3.92,2.0,7.84
2025-08-05,Breakfast,C,Soup,3.34,1.5,5.01
2025-07-28,Breakfast,C,Vegetables,0.6,3.0,1.8
2025-06-20,Lunch,C,Rice,2.92,2.0,5.84
2025-06-20,Lunch,D,Vegetables,1.69,3.0,5.07
2025-07-26,Breakfast,B,Vegetables,1.18,3.0,3.54
2025-07-31,Dinner,C,Soup,2.34,1.5,3.51
2025-06-18,Dinner,D,Meat,1.2,8.0,9.6
2025-07-18,Breakfast,B,Rice,4.69,2.0,9.38
2025-07-01,Breakfast,A,Vegetables,2.55,3.0,7.65
2025-07-21,Lunch,A,Soup,3.73,1.5,5.59
2025-07-28,Breakfast,A,Soup,1.99,1.5,2.98
2025-07-15,Dinner,D,Meat,3.5,8.0,28.0
2025-08-07,Dinner,B,Soup,4.03,1.5,6.04
2025-08-02,Breakfast,B,Soup,4.94,1.5,7.41
2025-07-03,Dinner,A,Rice,2.91,2.0,5.82
2025-07-19,Lunch,B,Vegetables,1.64,3.0,4.92
2025-08-05,Lunch,D,Soup,1.12,1.5,1.68
2025-07-27,Lunch,B,Rice,0.72,2.0,1.44
2025-07-03,Dinner,C,Soup,2.53,1.5,3.79
2025-06-22,Breakfast,D,Vegetables,1.49,3.0,4.47
2025-07-05,Lunch,C,Vegetables,2.58,3.0,7.74
2025-08-06,Dinner,B,Rice,4.03,2.0,8.06
2025-07-26,Breakfast,B,Soup,4.25,1.5,6.38
2025-08-03,Breakfast,A,Vegetables,1.74,3.0,5.22
2025-08-02,Lunch,B,Meat,3.44,8.0,27.52
2025-07-07,Breakfast,D,Meat,4.1,8.0,32.8
2025-08-05,Lunch,B,Vegetables,1.07,3.0,3.21
2025-08-08,Dinner,C,Meat,0.63,8.0,5.04
2025-07-11,Lunch,C,Soup,2.04,1.5,3.06
2025-08-08,Breakfast,B,Soup,1.11,1.5,1.67
2025-08-09,Lunch,C,Vegetables,2.32,3.0,6.96
2025-06-27,Breakfast,B,Rice,3.93,2.0,7.86
2025-06-20,Breakfast,A,Soup,3.04,1.5,4.56
2025-08-02,Breakfast,B,Vegetables,0.41,3.0,1.23
2025-06-15,Dinner,D,Meat,4.58,8.0,36.64
2025-07-03,Dinner,B,Meat,0.96,8.0,7.68
2025-06-13,Breakfast,D,Meat,3.49,8.0,27.92
2025-07-21,Lunch,C,Meat,4.77,8.0,38.16
2025-06-14,Lunch,A,Soup,1.98,1.5,2.97
2025-07-31,Lunch,D,Vegetables,4.12,3.0,12.36
2025-06-16,Breakfast,D,Rice,3.39,2.0,6.78
2025-07-19,Dinner,A,Soup,3.18,1.5,4.77
2025-08-03,Breakfast,C,Rice,1.72,2.0,3.44
2025-07-02,Breakfast,D,Soup,4.57,1.5,6.86
2025-06-26,Dinner,B,Soup,1.83,1.5,2.75
2025-07-10,Dinner,D,Meat,4.64,8.0,37.12
2025-07-04,Breakfast,D,Rice,0.65,2.0,1.3
2025-07-28,Lunch,A,Vegetables,1.55,3.0,4.65
2025-07-02,Dinner,C,Rice,4.9,2.0,9.8
2025-07-07,Dinner,C,Rice,2.42,2.0,4.84
2025-08-09,Dinner,D,Meat,2.57,8.0,20.56
2025-07-29,Breakfast,C,Vegetables,0.5,3.0,1.5
2025-06-28,Dinner,C,Vegetables,4.49,3.0,13.47
2025-07-29,Dinner,B,Meat,2.15,8.0,17.2
2025-06-20,Lunch,D,Meat,0.2,8.0,1.6
2025-07-02,Breakfast,C,Meat,1.12,8.0,8.96
2025-06-14,Breakfast,D,Meat,2.98,8.0,23.84
2025-07-18,Lunch,C,Rice,2.87,2.0,5.74
2025-07-18,Breakfast,A,Meat,0.56,8.0,4.48
2025-07-13,Dinner,D,Rice,2.76,2.0,5.52
2025-08-07,Lunch,D,Vegetables,2.51,3.0,7.53
2025-06-15,Dinner,D,Vegetables,1.18,3.0,3.54
2025-06-30,Lunch,D,Meat,3.84,8.0,30.72
2025-08-09,Dinner,A,Meat,4.32,8.0,34.56
2025-07-19,Dinner,B,Rice,0.84,2.0,1.68
2025-06-13,Breakfast,B,Rice,2.68,2.0,5.36
2025-06-17,Lunch,C,Soup,2.57,1.5,3.85
2025-08-06,Breakfast,B,Vegetables,1.63,3.0,4.89
2025-07-04,Lunch,C,Rice,4.15,2.0,8.3
2025-07-26,Dinner,B,Rice,3.61,2.0,7.22
2025-07-27,Lunch,C,Rice,2.02,2.0,4.04
2025-06-16,Lunch,B,Meat,2.1,8.0,16.8
2025-07-04,Lunch,A,Soup,2.88,1.5,4.32
2025-07-23,Breakfast,C,Rice,3.32,2.0,6.64
2025-08-02,Lunch,B,Soup,3.31,1.5,4.96
2025-06-29,Breakfast,A,Soup,0.93,1.5,1.4
2025-06-14,Dinner,A,Soup,4.53,1.5,6.79
2025-07-28,Breakfast,A,Vegetables,0.11,3.0,0.33
2025-07-30,Lunch,C,Vegetables,3.95,3.0,11.85
2025-07-22,Breakfast,C,Meat,1.98,8.0,15.84
2025-08-01,Dinner,D,Meat,0.6,8.0,4.8
2025-07-23,Breakfast,A,Vegetables,1.24,3.0,3.72
2025-06-21,Breakfast,A,Rice,4.54,2.0,9.08
2025-07-15,Lunch,C,Soup,4.33,1.5,6.5
2025-08-09,Dinner,C,Rice,1.79,2.0,3.58
2025-07-30,Lunch,B,Soup,1.45,1.5,2.17
2025-07-21,Dinner,D,Rice,2.55,2.0,5.1
2025-07-03,Breakfast,A,Meat,1.36,8.0,10.88
2025-06-30,Dinner,A,Rice,2.89,2.0,5.78
2025-07-30,Breakfast,A,Soup,0.69,1.5,1.03
2025-07-25,Breakfast,B,Soup,3.45,1.5,5.18
2025-06-29,Lunch,C,Meat,4.04,8.0,32.32
2025-06-25,Dinner,D,Vegetables,0.31,3.0,0.93
2025-07-18,Lunch,B,Vegetables,1.76,3.0,5.28
2025-07-10,Breakfast,D,Vegetables,2.04,3.0,6.12
2025-07-24,Breakfast,A,Vegetables,4.83,3.0,14.49
2025-07-11,Breakfast,D,Soup,3.8,1.5,5.7
2025-06-16,Breakfast,B,Soup,2.51,1.5,3.76
2025-08-10,Breakfast,D,Soup,1.08,1.5,1.62
2025-08-03,Dinner,B,Vegetables,1.44,3.0,4.32
2025-07-22,Dinner,B,Meat,2.86,8.0,22.88
2025-07-28,Dinner,C,Rice,3.64,2.0,7.28
2025-06-18,Breakfast,C,Soup,1.15,1.5,1.72
2025-08-06,Breakfast,C,Meat,3.82,8.0,30.56
2025-08-07,Dinner,D,Vegetables,0.6,3.0,1.8
2025-07-27,Breakfast,D,Meat,4.65,8.0,37.2
2025-06-24,Lunch,D,Soup,3.51,1.5,5.26
2025-07-09,Lunch,A,Vegetables,0.92,3.0,2.76
2025-06-26,Breakfast,C,Meat,3.93,8.0,31.44
2025-08-03,Lunch,A,Rice,0.45,2.0,0.9
2025-08-04,Breakfast,D,Soup,1.98,1.5,2.97
2025-07-12,Dinner,D,Rice,1.71,2.0,3.42
2025-07-14,Lunch,C,Meat,1.79,8.0,14.32
2025-07-02,Breakfast,A,Vegetables,2.11,3.0,6.33
2025-07-25,Dinner,C,Soup,2.69,1.5,4.04
2025-06-20,Breakfast,D,Meat,1.96,8.0,15.68
2025-06-23,Dinner,C,Meat,1.48,8.0,11.84
2025-08-06,Dinner,A,Meat,0.88,8.0,7.04
2025-07-19,Lunch,C,Vegetables,3.79,3.0,11.37
2025-07-01,Breakfast,B,Meat,1.73,8.0,13.84
2025-07-09,Dinner,A,Vegetables,1.23,3.0,3.69
2025-07-12,Breakfast,A,Rice,0.62,2.0,1.24
2025-08-01,Dinner,C,Rice,1.33,2.0,2.66
2025-06-22,Lunch,A,Soup,3.27,1.5,4.91
2025-07-28,Breakfast,D,Soup,0.9,1.5,1.35
2025-08-06,Lunch,C,Rice,1.99,2.0,3.98
2025-06-16,Lunch,B,Soup,0.26,1.5,0.39
2025-07-15,Lunch,D,Vegetables,3.03,3.0,9.09
2025-07-21,Lunch,D,Rice,3.63,2.0,7.26
2025-06-18,Lunch,A,Meat,0.57,8.0,4.56
2025-06-15,Lunch,A,Rice,4.14,2.0,8.28
2025-08-01,Lunch,B,Meat,3.42,8.0,27.36
2025-06-27,Dinner,C,Soup,0.42,1.5,0.63
2025-07-10,Lunch,D,Vegetables,0.94,3.0,2.82
2025-07-31,Dinner,C,Meat,4.2,8.0,33.6
2025-07-17,Dinner,B,Meat,1.32,8.0,10.56
2025-06-12,Breakfast,C,Meat,1.98,8.0,15.84
2025-06-30,Lunch,B,Rice,2.52,2.0,5.04
2025-08-10,Dinner,B,Meat,4.64,8.0,37.12
2025-06-22,Dinner,A,Meat,3.52,8.0,28.16
2025-08-06,Lunch,B,Rice,1.0,2.0,2.0
2025-06-15,Dinner,B,Meat,2.96,8.0,23.68
2025-07-14,Dinner,B,Meat,2.43,8.0,19.44
2025-06-26,Dinner,C,Meat,1.45,8.0,11.6
2025-06-28,Lunch,D,Meat,3.23,8.0,25.84
2025-07-01,Dinner,C,Meat,0.82,8.0,6.56
2025-07-12,Breakfast,C,Vegetables,0.23,3.0,0.69
2025-08-06,Dinner,C,Vegetables,3.45,3.0,10.35
2025-08-05,Lunch,C,Meat,2.66,8.0,21.28
2025-06-25,Dinner,A,Soup,4.09,1.5,6.13
2025-06-19,Dinner,C,Rice,2.27,2.0,4.54
2025-06-12,Lunch,B,Meat,1.56,8.0,12.48
2025-08-05,Dinner,B,Meat,4.19,8.0,33.52
2025-06-28,Lunch,C,Rice,2.3,2.0,4.6
2025-07-14,Breakfast,A,Soup,3.87,1.5,5.8
2025-07-05,Dinner,A,Soup,2.6,1.5,3.9
2025-07-05,Lunch,C,Soup,2.91,1.5,4.37
2025-07-30,Lunch,D,Rice,2.66,2.0,5.32
2025-06-23,Dinner,D,Rice,4.83,2.0,9.66
2025-06-26,Lunch,C,Vegetables,3.05,3.0,9.15
2025-07-07,Breakfast,B,Soup,1.25,1.5,1.88
2025-07-18,Lunch,B,Meat,4.16,8.0,33.28
2025-07-21,Dinner,D,Vegetables,1.9,3.0,5.7
2025-07-09,Breakfast,B,Soup,1.72,1.5,2.58
2025-06-27,Lunch,A,Soup,3.28,1.5,4.92
2025-08-03,Dinner,A,Rice,3.92,2.0,7.84
2025-07-21,Breakfast,B,Vegetables,3.21,3.0,9.63
2025-07-16,Dinner,C,Soup,2.78,1.5,4.17
2025-06-16,Dinner,B,Soup,3.24,1.5,4.86
2025-07-30,Breakfast,A,Vegetables,3.14,3.0,9.42
2025-06-27,Breakfast,D,Meat,4.75,8.0,38.0
2025-07-30,Lunch,C,Rice,2.34,2.0,4.68
2025-07-13,Lunch,A,Meat,2.86,8.0,22.88
2025-07-22,Lunch,C,Soup,4.91,1.5,7.37
2025-08-06,Lunch,D,Rice,4.0,2.0,8.0
2025-06-23,Lunch,B,Rice,4.17,2.0,8.34
2025-06-29,Dinner,C,Soup,2.39,1.5,3.58
2025-08-09,Lunch,D,Rice,2.12,2.0,4.24
2025-08-05,Breakfast,D,Vegetables,3.07,3.0,9.21
2025-06-20,Breakfast,C,Rice,1.35,2.0,2.7
2025-06-21,Lunch,D,Rice,0.38,2.0,0.76
2025-06-12,Lunch,D,Rice,2.8,2.0,5.6
2025-07-18,Dinner,B,Meat,1.09,8.0,8.72
2025-06-24,Lunch,C,Meat,4.21,8.0,33.68
2025-06-21,Dinner,C,Vegetables,4.49,3.0,13.47
2025-08-07,Lunch,B,Vegetables,4.94,3.0,14.82
2025-07-29,Dinner,C,Soup,0.49,1.5,0.73
2025-07-10,Breakfast,D,Soup,1.93,1.5,2.9
2025-06-30,Breakfast,A,Rice,1.98,2.0,3.96
2025-07-11,Breakfast,C,Vegetables,1.28,3.0,3.84
2025-08-02,Breakfast,C,Soup,3.58,1.5,5.37
2025-07-13,Lunch,B,Rice,3.44,2.0,6.88
2025-06-24,Breakfast,B,Vegetables,4.27,3.0,12.81
2025-07-05,Lunch,C,Meat,2.78,8.0,22.24
2025-08-05,Breakfast,D,Rice,3.35,2.0,6.7
2025-07-08,Dinner,A,Vegetables,1.97,3.0,5.91
2025-06-21,Breakfast,A,Vegetables,3.66,3.0,10.98
2025-07-18,Dinner,B,Soup,0.75,1.5,1.12
2025-07-02,Dinner,A,Meat,1.81,8.0,14.48
2025-08-02,Breakfast,A,Soup,3.08,1.5,4.62
2025-07-02,Breakfast,C,Vegetables,1.69,3.0,5.07
2025-06-20,Breakfast,B,Vegetables,1.14,3.0,3.42
2025-08-04,Breakfast,A,Rice,4.83,2.0,9.66
2025-07-11,Lunch,A,Rice,0.79,2.0,1.58
2025-07-19,Dinner,D,Rice,1.98,2.0,3.96
2025-06-14,Lunch,B,Vegetables,2.9,3.0,8.7
2025-06-12,Breakfast,C,Soup,2.59,1.5,3.88
2025-06-23,Dinner,A,Soup,2.4,1.5,3.6
2025-06-22,Breakfast,A,Vegetables,0.61,3.0,1.83
2025-07-14,Lunch,B,Soup,2.98,1.5,4.47
2025-06-12,Breakfast,A,Meat,2.54,8.0,20.32
2025-07-14,Dinner,C,Rice,1.66,2.0,3.32
2025-06-29,Breakfast,D,Soup,2.93,1.5,4.4
2025-07-10,Dinner,A,Meat,3.94,8.0,31.52
2025-06-12,Breakfast,A,Rice,4.18,2.0,8.36
2025-06-25,Dinner,D,Soup,1.08,1.5,1.62
2025-07-03,Dinner,C,Meat,4.99,8.0,39.92
2025-07-06,Breakfast,A,Rice,0.32,2.0,0.64
2025-07-26,Lunch,D,Rice,0.54,2.0,1.08
2025-07-18,Dinner,C,Vegetables,4.67,3.0,14.01
2025-06-24,Breakfast,C,Rice,3.84,2.0,7.68
2025-07-06,Lunch,A,Rice,4.36,2.0,8.72
2025-07-24,Breakfast,C,Meat,4.15,8.0,33.2
2025-06-28,Dinner,C,Rice,1.8,2.0,3.6
2025-07-06,Breakfast,C,Rice,2.1,2.0,4.2
2025-06-11,Lunch,C,Meat,2.12,8.0,16.96
2025-07-11,Breakfast,C,Rice,0.48,2.0,0.96
2025-08-07,Dinner,A,Soup,3.25,1.5,4.88
2025-06-16,Dinner,B,Rice,4.26,2.0,8.52
2025-07-24,Dinner,B,Vegetables,1.37,3.0,4.11
2025-07-16,Breakfast,D,Vegetables,0.15,3.0,0.45
2025-08-04,Dinner,A,Vegetables,3.66,3.0,10.98
2025-06-18,Lunch,C,Meat,0.56,8.0,4.48
2025-07-04,Lunch,B,Meat,0.96,8.0,7.68
2025-07-20,Breakfast,A,Rice,1.46,2.0,2.92
2025-07-25,Lunch,A,Vegetables,2.8,3.0,8.4
2025-07-28,Lunch,A,Soup,1.66,1.5,2.49
2025-07-17,Breakfast,A,Rice,1.56,2.0,3.12
2025-07-17,Breakfast,C,Soup,1.82,1.5,2.73
2025-07-06,Dinner,B,Meat,1.8,8.0,14.4
2025-08-04,Breakfast,D,Meat,1.79,8.0,14.32
2025-06-17,Breakfast,C,Meat,0.74,8.0,5.92
2025-07-06,Dinner,A,Vegetables,2.71,3.0,8.13
2025-06-16,Breakfast,A,Rice,4.14,2.0,8.28
2025-07-04,Breakfast,D,Meat,0.9,8.0,7.2
2025-06-23,Breakfast,B,Vegetables,1.21,3.0,3.63
2025-07-10,Lunch,C,Meat,0.56,8.0,4.48
2025-07-02,Lunch,A,Meat,1.84,8.0,14.72
2025-07-08,Breakfast,B,Vegetables,4.25,3.0,12.75
2025-07-27,Dinner,D,Rice,2.29,2.0,4.58
2025-06-18,Breakfast,D,Vegetables,1.76,3.0,5.28
2025-08-07,Lunch,B,Rice,4.21,2.0,8.42
2025-07-27,Breakfast,C,Vegetables,0.95,3.0,2.85
2025-06-18,Breakfast,D,Meat,1.22,8.0,9.76
2025-08-08,Lunch,B,Rice,3.82,2.0,7.64
2025-07-11,Dinner,C,Rice,4.01,2.0,8.02
2025-06-30,Lunch,A,Meat,1.15,8.0,9.2
2025-06-30,Lunch,C,Meat,4.25,8.0,34.0
2025-07-17,Lunch,C,Rice,1.52,2.0,3.04
2025-06-24,Dinner,A,Meat,3.56,8.0,28.48
2025-07-18,Lunch,C,Soup,3.44,1.5,5.16
2025-07-03,Dinner,B,Vegetables,4.42,3.0,13.26
2025-07-19,Dinner,D,Meat,4.82,8.0,38.56
2025-07-31,Breakfast,B,Meat,1.26,8.0,10.08
2025-07-30,Lunch,A,Meat,4.56,8.0,36.48
2025-06-29,Dinner,B,Rice,3.7,2.0,7.4
2025-07-22,Lunch,C,Rice,4.52,2.0,9.04
2025-07-14,Lunch,A,Rice,2.6,2.0,5.2
2025-07-06,Lunch,C,Meat,2.73,8.0,21.84
2025-06-22,Breakfast,C,Vegetables,2.25,3.0,6.75
2025-06-30,Lunch,A,Vegetables,1.83,3.0,5.49
2025-07-20,Breakfast,D,Meat,1.55,8.0,12.4
2025-07-29,Breakfast,D,Rice,1.61,2.0,3.22
2025-07-10,Lunch,D,Meat,0.15,8.0,1.2
2025-07-18,Breakfast,A,Soup,1.46,1.5,2.19
2025-06-27,Lunch,A,Vegetables,2.05,3.0,6.15
2025-08-04,Dinner,B,Meat,2.99,8.0,23.92
2025-07-21,Breakfast,A,Vegetables,1.1,3.0,3.3
2025-06-27,Lunch,B,Rice,1.32,2.0,2.64
2025-08-08,Dinner,C,Soup,4.64,1.5,6.96
2025-07-25,Breakfast,D,Rice,4.43,2.0,8.86
2025-07-20,Lunch,C,Rice,4.68,2.0,9.36
2025-06-25,Dinner,C,Vegetables,0.41,3.0,1.23
2025-06-27,Dinner,A,Soup,2.32,1.5,3.48
2025-07-06,Lunch,D,Soup,1.56,1.5,2.34
2025-07-11,Breakfast,B,Vegetables,3.59,3.0,10.77
2025-06-13,Lunch,C,Soup,4.99,1.5,7.49
2025-07-19,Lunch,B,Rice,3.68,2.0,7.36
2025-08-10,Dinner,C,Vegetables,2.81,3.0,8.43
2025-07-14,Breakfast,D,Vegetables,0.15,3.0,0.45
2025-06-23,Dinner,C,Vegetables,1.97,3.0,5.91
2025-06-19,Lunch,B,Vegetables,3.2,3.0,9.6
2025-07-03,Lunch,D,Rice,1.67,2.0,3.34
2025-07-09,Lunch,B,Rice,0.93,2.0,1.86
2025-07-12,Breakfast,D,Vegetables,1.69,3.0,5.07
2025-06-21,Lunch,A,Meat,4.63,8.0,37.04
2025-08-02,Lunch,D,Vegetables,2.9,3.0,8.7
2025-06-17,Dinner,B,Meat,2.07,8.0,16.56
2025-06-18,Breakfast,B,Vegetables,3.54,3.0,10.62
2025-07-27,Breakfast,A,Rice,4.72,2.0,9.44
2025-06-27,Breakfast,D,Vegetables,1.92,3.0,5.76
2025-07-29,Breakfast,B,Rice,3.34,2.0,6.68
2025-06-17,Breakfast,C,Soup,0.96,1.5,1.44
2025-07-20,Dinner,A,Meat,0.18,8.0,1.44
2025-06-30,Dinner,C,Rice,3.43,2.0,6.86
2025-07-02,Dinner,B,Soup,1.96,1.5,2.94
2025-07-16,Lunch,D,Soup,2.34,1.5,3.51
2025-07-22,Dinner,D,Vegetables,3.83,3.0,11.49
2025-07-14,Breakfast,B,Vegetables,3.27,3.0,9.81
2025-06-15,Lunch,D,Rice,4.84,2.0,9.68
2025-08-06,Breakfast,C,Rice,0.57,2.0,1.14
2025-06-30,Breakfast,D,Vegetables,4.73,3.0,14.19
2025-06-20,Lunch,A,Meat,4.05,8.0,32.4
2025-07-10,Dinner,C,Soup,0.33,1.5,0.49
2025-07-09,Lunch,D,Meat,4.73,8.0,37.84
2025-07-30,Breakfast,B,Meat,0.95,8.0,7.6
2025-06-12,Dinner,B,Rice,3.9,2.0,7.8
2025-07-15,Lunch,B,Rice,0.41,2.0,0.82
2025-06-27,Breakfast,C,Rice,1.9,2.0,3.8
2025-06-28,Lunch,C,Meat,3.43,8.0,27.44
2025-06-23,Dinner,D,Meat,4.1,8.0,32.8
2025-08-03,Breakfast,C,Soup,4.27,1.5,6.4
2025-06-16,Lunch,C,Vegetables,4.76,3.0,14.28
2025-07-03,Dinner,A,Vegetables,3.64,3.0,10.92
2025-06-17,Breakfast,A,Vegetables,4.36,3.0,13.08
2025-08-04,Dinner,D,Vegetables,4.97,3.0,14.91
2025-08-10,Dinner,A,Soup,1.51,1.5,2.27
